0,2,0.1,1
7.65,7,0.05,2
22.95,6,1.2,1
29.75,8,0.1,2
35.7,11,0.8,2
42.5,9,0.2,2
51,12,1.2,2
58.65,7,0.05,2
64.6,4,0.4,1
71.4,8,0.1,2
78.2,1,0.05,1
92.65,4,0.4,1
102.8499,10,0.4,2
108.7999,8,0.1,2
115.5999,4,0.4,1
124.0999,5,0.8,1
137.7,10,0.4,2
145.35,9,0.2,2
156.4001,3,0.2,1
167.4501,1,0.05,1
177.6501,9,0.2,2
182.7502,2,0.1,1
189.5502,8,0.1,2
195.5002,8,0.1,2
209.1003,1,0.05,1
221.0003,12,1.2,2
232.0504,5,0.8,1
238.0004,5,0.8,1
243.1004,11,0.8,2
255.0004,3,0.2,1
261.8004,1,0.05,1
269.4505,7,0.05,2
280.5005,2,0.1,1
294.1006,4,0.4,1
299.2006,11,0.8,2
312.8007,2,0.1,1
326.4007,12,1.2,2
332.3507,11,0.8,2
345.9508,10,0.4,2
362.1009,8,0.1,2
375.701,9,0.2,2
385.901,3,0.2,1
393.551,5,0.8,1
404.6011,3,0.2,1
413.1011,6,1.2,1
421.6011,6,1.2,1
436.0512,3,0.2,1
444.5512,4,0.4,1
453.9013,1,0.05,1
459.0013,5,0.8,1
474.3014,12,1.2,2
480.2514,12,1.2,2
485.3514,10,0.4,2
493.8514,7,0.05,2
500.6514,4,0.4,1
515.1014,6,1.2,1
520.2014,1,0.05,1
528.7012,7,0.05,2
535.5012,10,0.4,2
541.4511,5,0.8,1
555.9008,3,0.2,1
562.7007,9,0.2,2
572.0506,11,0.8,2
579.7005,9,0.2,2
595.0002,2,0.1,1
608.5999,11,0.8,2
617.9498,12,1.2,2
629.8495,2,0.1,1
635.7995,7,0.05,2
642.5994,6,1.2,1
651.0993,10,0.4,2
665.549,6,1.2,1
