0,6,1.2,1
6.8,8,0.1,2
16.15,2,0.1,1
28.9,12,1.2,2
48.45,1,0.05,1
54.4,3,0.2,1
59.5,12,1.2,2
73.95,11,0.8,2
81.6,7,0.05,2
88.3999,7,0.05,2
95.1999,3,0.2,1
100.2999,10,0.4,2
107.9499,4,0.4,1
113.0499,12,1.2,2
122.3999,10,0.4,2
131.75,7,0.05,2
140.25,5,0.8,1
156.4001,5,0.8,1
168.3001,10,0.4,2
179.3502,12,1.2,2
192.9502,5,0.8,1
198.0502,4,0.4,1
203.1503,6,1.2,1
213.3503,3,0.2,1
224.4003,11,0.8,2
232.9004,5,0.8,1
242.2504,10,0.4,2
251.6004,5,0.8,1
266.9005,8,0.1,2
272.8505,3,0.2,1
278.8005,2,0.1,1
287.3006,7,0.05,2
294.9506,5,0.8,1
307.7007,4,0.4,1
312.8007,9,0.2,2
323.8507,9,0.2,2
332.3507,4,0.4,1
345.1008,11,0.8,2
356.1508,3,0.2,1
371.4509,1,0.05,1
378.2509,9,0.2,2
385.051,2,0.1,1
396.101,11,0.8,2
401.201,4,0.4,1
406.301,1,0.05,1
413.951,3,0.2,1
423.3011,1,0.05,1
441.1512,2,0.1,1
456.4513,11,0.8,2
461.5513,8,0.1,2
467.5013,7,0.05,2
477.7013,9,0.2,2
483.6513,4,0.4,1
491.3014,7,0.05,2
498.9514,6,1.2,1
504.0514,1,0.05,1
523.6011,9,0.2,2
530.401,10,0.4,2
538.0509,9,0.2,2
546.5508,8,0.1,2
551.6508,1,0.05,1
565.2505,8,0.1,2
571.2004,10,0.4,2
577.1504,6,1.2,1
595,8,0.1,2
603.4999,6,1.2,1
618.7996,12,1.2,2
624.7495,11,0.8,2
635.7993,2,0.1,1
640.8993,12,1.2,2
652.7991,2,0.1,1
659.599,6,1.2,1
